,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
23321,M775950553,1002650.0,14.0,41.0,4,1,1,0.0,50.766930271979845,3
23322,M775956911,6646580.0,41.0,47.0,3,1,1,0.0,42.17795351465323,4
23323,M775991769,484230.0,6.0,18.0,4,1,1,0.0,50.766930271979845,3
23324,M776016226,574810.0,206.0,12.0,2,1,1,0.0,33.58897675732661,4
23325,M776031290,5126370.0,13.0,34.0,4,1,1,0.0,50.766930271979845,3
23326,M776055091,736230.0,5.0,47.0,4,1,1,0.0,50.766930271979845,3
23327,M776056995,3332260.0,18.0,183.0,4,3,1,0.0,67.65938855893616,1
23328,M776061054,219000.0,307.0,1.0,1,1,1,0.0,25.0,4
23329,M776123603,433870.0,1.0,24.0,4,1,1,1.0,50.766930271979845,3
23330,M776158417,778230.0,138.0,15.0,2,1,1,0.0,33.58897675732661,4
23331,M776166510,1528867.0,4.0,64.0,4,2,1,2.0,59.213159415457994,2
23332,M776193834,40800.0,64.0,1.0,3,1,1,0.0,42.17795351465323,4
23333,M776200575,23714160.0,20.0,63.0,4,2,2,0.0,67.17795351465323,1
23334,M776207371,466060.0,3.0,31.0,4,1,1,0.0,50.766930271979845,3
23335,M776227007,1495940.0,30.0,23.0,4,1,1,0.0,50.766930271979845,3
23336,M776240048,4807690.0,6.0,24.0,4,1,1,0.0,50.766930271979845,3
23337,M776271371,737936.0,18.0,42.0,4,1,1,0.0,50.766930271979845,3
23338,M776323276,1000.0,239.0,1.0,1,1,1,0.0,25.0,4
23339,M776359992,9065430.0,8.0,68.0,4,2,1,0.0,59.213159415457994,2
23340,M776390366,953098.0,2.0,39.0,4,1,1,3.0,50.766930271979845,3
23341,M776394461,1002430.0,7.0,28.0,4,1,1,0.0,50.766930271979845,3
23342,M776500376,887190.0,134.0,6.0,2,1,1,1.0,33.58897675732661,4
23343,M776505304,163800.0,272.0,2.0,1,1,1,0.0,25.0,4
23344,M776528188,10000.0,241.0,1.0,1,1,1,0.0,25.0,4
23345,M776556025,3001531.0,1.0,71.0,4,2,1,0.0,59.213159415457994,2
23346,M776557864,2654730.0,6.0,53.0,4,2,1,0.0,59.213159415457994,2
23347,M776581542,290700.0,35.0,27.0,4,1,1,2.0,50.766930271979845,3
23348,M776583982,1356107.0,8.0,86.0,4,2,1,1.0,59.213159415457994,2
23349,M776628808,27000.0,165.0,1.0,2,1,1,3.0,33.58897675732661,4
23350,M776642165,3145150.0,8.0,76.0,4,2,1,0.0,59.213159415457994,2
23351,M776660476,1178630.0,10.0,80.0,4,2,1,0.0,59.213159415457994,2
23352,M776692733,167170.0,108.0,6.0,3,1,1,0.0,42.17795351465323,4
23354,M776757023,7304870.0,6.0,58.0,4,2,1,0.0,59.213159415457994,2
23356,M776828257,66080.0,1.0,1.0,4,1,1,0.0,50.766930271979845,3
23358,M776882324,6619644.0,10.0,80.0,4,2,1,0.0,59.213159415457994,2
23359,M776883167,12900.0,138.0,1.0,2,1,1,1.0,33.58897675732661,4
23360,M776889898,120800.0,33.0,2.0,4,1,1,0.0,50.766930271979845,3
23361,M776896362,55090.0,166.0,3.0,2,1,1,0.0,33.58897675732661,4
23362,M776957851,159000.0,343.0,15.0,1,1,1,0.0,25.0,4
23364,M777111679,735511.0,67.0,18.0,3,1,1,0.0,42.17795351465323,4
23365,M777131882,5136420.0,2.0,164.0,4,3,1,0.0,67.65938855893616,1
23366,M777173754,1694740.0,3.0,48.0,4,1,1,0.0,50.766930271979845,3
23367,M777180522,122050.0,38.0,16.0,4,1,1,0.0,50.766930271979845,3
23368,M777182145,61440.0,97.0,13.0,3,1,1,0.0,42.17795351465323,4
23369,M777197878,2390100.0,14.0,30.0,4,1,1,0.0,50.766930271979845,3
23370,M777202044,69000.0,153.0,1.0,2,1,1,0.0,33.58897675732661,4
23371,M777254201,516540.0,75.0,57.0,3,2,1,1.0,50.62418265813138,3
23372,M777268172,2736200.0,35.0,17.0,4,1,1,3.0,50.766930271979845,3
23373,M777283687,2184410.0,30.0,46.0,4,1,1,0.0,50.766930271979845,3
23374,M777303814,10505940.0,51.0,8.0,3,1,1,1.0,42.17795351465323,4
23375,M777332182,130960.0,232.0,1.0,1,1,1,0.0,25.0,4
23376,M777361609,5079170.0,8.0,49.0,4,1,1,0.0,50.766930271979845,3
23377,M777419531,234000.0,26.0,2.0,4,1,1,0.0,50.766930271979845,3
23378,M777424500,501600.0,111.0,4.0,3,1,1,1.0,42.17795351465323,4
23379,M777437680,1189160.0,55.0,38.0,3,1,1,0.0,42.17795351465323,4
23380,M777441052,3994304.0,13.0,43.0,4,1,1,0.0,50.766930271979845,3
23381,M777503055,7585888.0,18.0,89.0,4,2,1,0.0,59.213159415457994,2
23382,M777533140,1639830.0,9.0,35.0,4,1,1,0.0,50.766930271979845,3
23383,M777642831,491860.0,87.0,17.0,3,1,1,0.0,42.17795351465323,4
23384,M777672491,730576.0,12.0,26.0,4,1,1,0.0,50.766930271979845,3
23385,M777714000,53300.0,131.0,7.0,2,1,1,1.0,33.58897675732661,4
23387,M777786111,732920.0,57.0,19.0,3,1,1,0.0,42.17795351465323,4
23388,M777801410,62180.0,228.0,2.0,2,1,1,0.0,33.58897675732661,4
23390,M777872010,918620.0,47.0,28.0,3,1,1,0.0,42.17795351465323,4
23391,M777884921,1987020.0,57.0,9.0,3,1,1,0.0,42.17795351465323,4
23392,M777890180,655490.0,2.0,34.0,4,1,1,0.0,50.766930271979845,3
23393,M777891434,46757910.0,1.0,132.0,4,3,2,0.0,75.62418265813139,1
23394,M777944121,2004945.0,4.0,51.0,4,2,1,0.0,59.213159415457994,2
23396,M777993806,70460.0,1.0,4.0,4,1,1,0.0,50.766930271979845,3
23397,M778145641,893030.0,158.0,27.0,2,1,1,0.0,33.58897675732661,4
23398,M778149731,381910.0,1.0,38.0,4,1,1,0.0,50.766930271979845,3
23399,M778215791,553710.0,3.0,88.0,4,2,1,0.0,59.213159415457994,2
23400,M778318816,9328989.0,7.0,102.0,4,2,1,0.0,59.213159415457994,2
23401,M778343672,22000.0,28.0,1.0,4,1,1,1.0,50.766930271979845,3
23402,M778373035,5046489.0,7.0,147.0,4,3,1,0.0,67.65938855893616,1
23403,M778394324,701047.0,56.0,37.0,3,1,1,1.0,42.17795351465323,4
23404,M778396240,9482317.0,49.0,52.0,3,2,1,0.0,50.62418265813138,3
23405,M778397708,984586.0,30.0,20.0,4,1,1,0.0,50.766930271979845,3
23406,M778440867,1173250.0,22.0,25.0,4,1,1,0.0,50.766930271979845,3
23407,M778569877,2008690.0,9.0,15.0,4,1,1,0.0,50.766930271979845,3
23409,M778587329,618271.0,125.0,37.0,2,1,1,0.0,33.58897675732661,4
23410,M778606109,3871320.0,32.0,14.0,4,1,1,3.0,50.766930271979845,3
23411,M778643357,1473060.0,14.0,25.0,4,1,1,0.0,50.766930271979845,3
23412,M778665859,831877.0,17.0,42.0,4,1,1,1.0,50.766930271979845,3
23413,M778709344,1226935.0,4.0,22.0,4,1,1,0.0,50.766930271979845,3
23414,M778714778,75030.0,160.0,6.0,2,1,1,0.0,33.58897675732661,4
23416,M778796242,282120.0,4.0,31.0,4,1,1,0.0,50.766930271979845,3
23417,M778802607,618040.0,5.0,24.0,4,1,1,0.0,50.766930271979845,3
23418,M778840911,3422300.0,63.0,28.0,3,1,1,3.0,42.17795351465323,4
23422,M778922882,3607886.0,1.0,131.0,4,2,1,0.0,59.213159415457994,2
23423,M778978717,163253.0,330.0,16.0,1,1,1,0.0,25.0,4
23424,M779086482,1380150.0,101.0,13.0,3,1,1,0.0,42.17795351465323,4
23425,M779105493,1011231.0,4.0,26.0,4,1,1,0.0,50.766930271979845,3
23426,M779142727,755530.0,2.0,34.0,4,1,1,0.0,50.766930271979845,3
23427,M779223193,601680.0,5.0,60.0,4,2,1,1.0,59.213159415457994,2
23428,M779230058,303700.0,79.0,6.0,3,1,1,0.0,42.17795351465323,4
23429,M779232015,884540.0,3.0,21.0,4,1,1,0.0,50.766930271979845,3
23430,M779293691,5659380.0,3.0,136.0,4,3,1,0.0,67.65938855893616,1
23431,M779312191,64500.0,67.0,15.0,3,1,1,0.0,42.17795351465323,4
23432,M779447769,2705027.0,4.0,58.0,4,2,1,0.0,59.213159415457994,2
23433,M779505397,86400.0,68.0,4.0,3,1,1,0.0,42.17795351465323,4
23434,M779538262,676010.0,20.0,30.0,4,1,1,1.0,50.766930271979845,3
23435,M779551216,613956.0,28.0,8.0,4,1,1,0.0,50.766930271979845,3
23436,M779617657,3553270.0,59.0,62.0,3,2,1,0.0,50.62418265813138,3
23437,M779652403,378000.0,33.0,2.0,4,1,1,3.0,50.766930271979845,3
23439,M779661957,17900.0,313.0,1.0,1,1,1,0.0,25.0,4
23440,M779688783,395010.0,2.0,33.0,4,1,1,1.0,50.766930271979845,3
23441,M779741132,22390.0,323.0,2.0,1,1,1,0.0,25.0,4
23442,M779847824,5394270.0,8.0,31.0,4,1,1,3.0,50.766930271979845,3
23443,M779875376,1029420.0,64.0,48.0,3,1,1,0.0,42.17795351465323,4
23444,M779926045,414672.0,175.0,11.0,2,1,1,0.0,33.58897675732661,4
23445,M779928688,11317100.0,5.0,53.0,4,2,1,2.0,59.213159415457994,2
23446,M779947508,1910253.0,2.0,103.0,4,2,1,0.0,59.213159415457994,2
23447,M779975029,147800.0,68.0,4.0,3,1,1,0.0,42.17795351465323,4
23449,M780004707,3223210.0,14.0,86.0,4,2,1,1.0,59.213159415457994,2
23450,M780018343,2715600.0,2.0,50.0,4,1,1,0.0,50.766930271979845,3
23452,M780170138,3530420.0,42.0,60.0,3,2,1,0.0,50.62418265813138,3
23453,M780180216,1656800.0,37.0,19.0,4,1,1,0.0,50.766930271979845,3
23454,M780203827,20115330.0,2.0,211.0,4,3,2,0.0,75.62418265813139,1
23455,M780206638,16209430.0,1.0,111.0,4,2,2,3.0,67.17795351465323,1
23456,M780229001,175780.0,134.0,2.0,2,1,1,0.0,33.58897675732661,4
23457,M780235402,11890100.0,1.0,237.0,4,3,1,0.0,67.65938855893616,1
23459,M780293277,1465550.0,6.0,139.0,4,3,1,0.0,67.65938855893616,1
23460,M780326698,1232200.0,66.0,37.0,3,1,1,0.0,42.17795351465323,4
23461,M780344439,427213.0,48.0,22.0,3,1,1,0.0,42.17795351465323,4
23462,M780427717,976088.0,145.0,9.0,2,1,1,0.0,33.58897675732661,4
23464,M780634858,2229000.0,2.0,107.0,4,2,1,3.0,59.213159415457994,2
23465,M780743356,2138488.0,226.0,26.0,2,1,1,1.0,33.58897675732661,4
23466,M780795389,2294433.0,8.0,65.0,4,2,1,0.0,59.213159415457994,2
23467,M780857726,1160120.0,7.0,39.0,4,1,1,3.0,50.766930271979845,3
23468,M780862117,672920.0,21.0,4.0,4,1,1,3.0,50.766930271979845,3
23469,M780888049,4937306.0,9.0,72.0,4,2,1,3.0,59.213159415457994,2
23470,M780918240,8900.0,230.0,1.0,1,1,1,0.0,25.0,4
23471,M780918356,1053219.0,14.0,26.0,4,1,1,2.0,50.766930271979845,3
23473,M781013992,17890.0,19.0,1.0,4,1,1,0.0,50.766930271979845,3
23474,M781018115,3605374.0,26.0,59.0,4,2,1,0.0,59.213159415457994,2
23475,M781064980,273800.0,67.0,13.0,3,1,1,2.0,42.17795351465323,4
23476,M781069335,84600.0,128.0,4.0,2,1,1,3.0,33.58897675732661,4
23477,M781084046,257560.0,21.0,62.0,4,2,1,2.0,59.213159415457994,2
23478,M781106811,665500.0,8.0,5.0,4,1,1,1.0,50.766930271979845,3
23479,M781177252,3667600.0,8.0,77.0,4,2,1,0.0,59.213159415457994,2
23480,M781187615,109720.0,3.0,8.0,4,1,1,2.0,50.766930271979845,3
23481,M781190587,879554.0,9.0,32.0,4,1,1,0.0,50.766930271979845,3
23482,M781252811,11960990.0,2.0,103.0,4,2,1,0.0,59.213159415457994,2
23483,M781279343,1990940.0,5.0,33.0,4,1,1,0.0,50.766930271979845,3
23484,M781285540,31450.0,49.0,1.0,3,1,1,0.0,42.17795351465323,4
23485,M781295832,2048470.0,10.0,46.0,4,1,1,1.0,50.766930271979845,3
23486,M781305831,2461400.0,94.0,3.0,3,1,1,2.0,42.17795351465323,4
23487,M781322413,407060.0,2.0,17.0,4,1,1,0.0,50.766930271979845,3
23488,M781324840,5875000.0,49.0,32.0,3,1,1,0.0,42.17795351465323,4
23489,M781396802,78900.0,344.0,1.0,1,1,1,0.0,25.0,4
23490,M781409168,366460.0,18.0,10.0,4,1,1,0.0,50.766930271979845,3
23491,M781417458,3923233.0,1.0,51.0,4,2,1,0.0,59.213159415457994,2
23492,M781419344,359750.0,14.0,20.0,4,1,1,0.0,50.766930271979845,3
23493,M781427625,137359.0,10.0,5.0,4,1,1,1.0,50.766930271979845,3
23494,M781429568,4020120.0,22.0,78.0,4,2,1,0.0,59.213159415457994,2
23495,M781518216,544721.0,17.0,14.0,4,1,1,0.0,50.766930271979845,3
23496,M781603006,2757580.0,1.0,25.0,4,1,1,2.0,50.766930271979845,3
23497,M781611223,2103900.0,4.0,32.0,4,1,1,0.0,50.766930271979845,3
23498,M781644582,82170.0,148.0,12.0,2,1,1,0.0,33.58897675732661,4
23499,M781644693,3342430.0,28.0,62.0,4,2,1,1.0,59.213159415457994,2
23500,M781652870,6110260.0,35.0,45.0,4,1,1,1.0,50.766930271979845,3
23501,M781687925,32230.0,245.0,1.0,1,1,1,0.0,25.0,4
23502,M781690028,30072200.0,7.0,103.0,4,2,2,0.0,67.17795351465323,1
23503,M781690643,204460.0,99.0,8.0,3,1,1,0.0,42.17795351465323,4
23504,M781768970,607680.0,8.0,24.0,4,1,1,2.0,50.766930271979845,3
23505,M781772715,63214967.0,1.0,98.0,4,2,3,0.0,75.14274761384846,1
23506,M781799773,181140.0,10.0,7.0,4,1,1,3.0,50.766930271979845,3
23507,M781811010,596080.0,235.0,17.0,1,1,1,1.0,25.0,4
23508,M781818198,580000.0,46.0,15.0,3,1,1,0.0,42.17795351465323,4
23509,M781827879,3320216.0,8.0,92.0,4,2,1,1.0,59.213159415457994,2
23510,M781853406,90150.0,338.0,3.0,1,1,1,0.0,25.0,4
23511,M781908697,1410332.0,3.0,102.0,4,2,1,0.0,59.213159415457994,2
23512,M781980433,1245943.0,15.0,30.0,4,1,1,0.0,50.766930271979845,3
23513,M781982278,2392883.0,13.0,10.0,4,1,1,1.0,50.766930271979845,3
23514,M782010215,4336819.0,2.0,103.0,4,2,1,0.0,59.213159415457994,2
23516,M782108266,1166535.0,5.0,55.0,4,2,1,1.0,59.213159415457994,2
23517,M782116780,1056190.0,13.0,68.0,4,2,1,1.0,59.213159415457994,2
23518,M782121877,2836215.0,42.0,25.0,3,1,1,0.0,42.17795351465323,4
23519,M782152626,748200.0,103.0,11.0,3,1,1,0.0,42.17795351465323,4
23520,M782170000,602290.0,41.0,28.0,3,1,1,0.0,42.17795351465323,4
23521,M782269331,566750.0,17.0,47.0,4,1,1,0.0,50.766930271979845,3
23522,M782291656,1051030.0,35.0,29.0,4,1,1,0.0,50.766930271979845,3
23523,M782336098,708700.0,40.0,2.0,4,1,1,1.0,50.766930271979845,3
23524,M782394586,1199926.0,21.0,30.0,4,1,1,2.0,50.766930271979845,3
23525,M782409158,885300.0,43.0,6.0,3,1,1,0.0,42.17795351465323,4
23526,M782433677,3584554.0,1.0,57.0,4,2,1,0.0,59.213159415457994,2
23528,M782518536,1089370.0,27.0,54.0,4,2,1,0.0,59.213159415457994,2
23529,M782550239,302450.0,288.0,3.0,1,1,1,0.0,25.0,4
23530,M782621458,1640652.0,21.0,71.0,4,2,1,0.0,59.213159415457994,2
23532,M782722410,2002557.0,3.0,50.0,4,1,1,0.0,50.766930271979845,3
23533,M782735176,2461391.0,3.0,79.0,4,2,1,2.0,59.213159415457994,2
23536,M782831722,1961090.0,2.0,27.0,4,1,1,0.0,50.766930271979845,3
23537,M782938441,1836300.0,27.0,26.0,4,1,1,0.0,50.766930271979845,3
23538,M782968269,4308120.0,6.0,81.0,4,2,1,0.0,59.213159415457994,2
23539,M783007055,651890.0,5.0,34.0,4,1,1,1.0,50.766930271979845,3
23540,M783029836,1382430.0,52.0,41.0,3,1,1,3.0,42.17795351465323,4
23541,M783083318,1416060.0,3.0,37.0,4,1,1,0.0,50.766930271979845,3
23542,M783270893,31459320.0,19.0,127.0,4,2,2,3.0,67.17795351465323,1
23543,M783291735,462650.0,7.0,27.0,4,1,1,1.0,50.766930271979845,3
23544,M783309950,24900.0,332.0,1.0,1,1,1,1.0,25.0,4
23545,M783317395,27728098.0,2.0,248.0,4,3,2,1.0,75.62418265813139,1
23546,M783389711,2273565.0,4.0,41.0,4,1,1,0.0,50.766930271979845,3
23547,M783432409,649870.0,2.0,36.0,4,1,1,0.0,50.766930271979845,3
23548,M783442283,456476.0,3.0,23.0,4,1,1,0.0,50.766930271979845,3
23549,M783492732,9217319.0,13.0,96.0,4,2,1,0.0,59.213159415457994,2
23551,M783552235,198000.0,354.0,1.0,1,1,1,0.0,25.0,4
23554,M783618548,1128180.0,14.0,23.0,4,1,1,2.0,50.766930271979845,3
23556,M783750355,4685000.0,364.0,1.0,1,1,1,0.0,25.0,4
23557,M783759215,2189980.0,1.0,70.0,4,2,1,2.0,59.213159415457994,2
23559,M783908672,15029158.0,4.0,237.0,4,3,2,0.0,75.62418265813139,1
23560,M783924422,500380.0,267.0,2.0,1,1,1,1.0,25.0,4
23561,M783929899,1094372.0,4.0,43.0,4,1,1,1.0,50.766930271979845,3
23562,M783949588,474000.0,41.0,1.0,3,1,1,1.0,42.17795351465323,4
23563,M783955980,1682530.0,22.0,38.0,4,1,1,0.0,50.766930271979845,3
23564,M783958037,4611438.0,2.0,32.0,4,1,1,0.0,50.766930271979845,3
23565,M783992164,295800.0,170.0,3.0,2,1,1,3.0,33.58897675732661,4
23566,M783999556,942820.0,51.0,19.0,3,1,1,0.0,42.17795351465323,4
23567,M784059686,23000.0,356.0,1.0,1,1,1,0.0,25.0,4
23568,M784068044,214817.0,5.0,13.0,4,1,1,2.0,50.766930271979845,3
23569,M784183598,997130.0,66.0,16.0,3,1,1,0.0,42.17795351465323,4
23570,M784190419,10760050.0,3.0,96.0,4,2,1,0.0,59.213159415457994,2
23571,M784235064,434560.0,35.0,9.0,4,1,1,0.0,50.766930271979845,3
23572,M784253732,1363130.0,9.0,48.0,4,1,1,0.0,50.766930271979845,3
23573,M784293689,761850.0,93.0,20.0,3,1,1,3.0,42.17795351465323,4
23574,M784321140,819400.0,62.0,32.0,3,1,1,1.0,42.17795351465323,4
23575,M784369361,2321860.0,3.0,24.0,4,1,1,1.0,50.766930271979845,3
23576,M784404815,699600.0,9.0,58.0,4,2,1,0.0,59.213159415457994,2
23577,M784408235,1047770.0,24.0,12.0,4,1,1,0.0,50.766930271979845,3
23578,M784431129,62010.0,48.0,3.0,3,1,1,0.0,42.17795351465323,4
23579,M784453498,8304300.0,48.0,2.0,3,1,1,0.0,42.17795351465323,4
23580,M784490382,200290.0,16.0,7.0,4,1,1,0.0,50.766930271979845,3
23581,M784524370,57700.0,42.0,3.0,3,1,1,1.0,42.17795351465323,4
23582,M784532478,85990.0,166.0,19.0,2,1,1,3.0,33.58897675732661,4
23583,M784603451,391116.0,11.0,13.0,4,1,1,0.0,50.766930271979845,3
23584,M784652929,1336599.0,7.0,25.0,4,1,1,2.0,50.766930271979845,3
23585,M784658913,473250.0,50.0,20.0,3,1,1,0.0,42.17795351465323,4
23586,M784732332,318110.0,116.0,15.0,3,1,1,2.0,42.17795351465323,4
23587,M784735089,18914580.0,88.0,149.0,3,3,2,1.0,67.03520590080477,1
23588,M784759900,394040.0,1.0,4.0,4,1,1,0.0,50.766930271979845,3
23589,M784824045,627350.0,3.0,24.0,4,1,1,1.0,50.766930271979845,3
23590,M784861325,5024932.0,5.0,167.0,4,3,1,0.0,67.65938855893616,1
23591,M784862895,7794990.0,3.0,116.0,4,2,1,0.0,59.213159415457994,2
23592,M784891636,589720.0,48.0,21.0,3,1,1,0.0,42.17795351465323,4
23593,M784917669,3126650.0,47.0,68.0,3,2,1,0.0,50.62418265813138,3
23594,M784985147,2243658.0,14.0,31.0,4,1,1,0.0,50.766930271979845,3
23595,M785015693,1630348.0,1.0,53.0,4,2,1,0.0,59.213159415457994,2
23596,M785020939,5107170.0,8.0,86.0,4,2,1,0.0,59.213159415457994,2
23597,M785035624,329000.0,161.0,4.0,2,1,1,0.0,33.58897675732661,4
23598,M785037546,8040900.0,6.0,118.0,4,2,1,1.0,59.213159415457994,2
23599,M785083658,5093350.0,12.0,92.0,4,2,1,0.0,59.213159415457994,2
23601,M785119549,274707.0,37.0,6.0,4,1,1,0.0,50.766930271979845,3
23602,M785130929,439275.0,35.0,23.0,4,1,1,0.0,50.766930271979845,3
23603,M785169881,902000.0,19.0,21.0,4,1,1,0.0,50.766930271979845,3
23605,M785198356,7847233.0,6.0,93.0,4,2,1,0.0,59.213159415457994,2
23606,M785239695,1796303.0,3.0,78.0,4,2,1,0.0,59.213159415457994,2
23608,M785242394,1321280.0,92.0,5.0,3,1,1,0.0,42.17795351465323,4
23609,M785285664,812100.0,58.0,20.0,3,1,1,0.0,42.17795351465323,4
23610,M785293657,412370.0,24.0,22.0,4,1,1,1.0,50.766930271979845,3
23611,M785327378,3077532.0,1.0,71.0,4,2,1,0.0,59.213159415457994,2
23612,M785344188,799324.0,4.0,8.0,4,1,1,0.0,50.766930271979845,3
23613,M785392847,1907330.0,15.0,34.0,4,1,1,1.0,50.766930271979845,3
23614,M785422365,25250.0,184.0,3.0,2,1,1,0.0,33.58897675732661,4
23615,M785454599,1736620.0,38.0,13.0,4,1,1,2.0,50.766930271979845,3
23616,M785467372,1146570.0,28.0,19.0,4,1,1,3.0,50.766930271979845,3
23617,M785497296,252250.0,35.0,26.0,4,1,1,1.0,50.766930271979845,3
23618,M785544658,3699150.0,1.0,146.0,4,3,1,0.0,67.65938855893616,1
23619,M785545570,935690.0,60.0,24.0,3,1,1,0.0,42.17795351465323,4
23620,M785550956,717480.0,4.0,16.0,4,1,1,0.0,50.766930271979845,3
23621,M785590280,11522110.0,9.0,170.0,4,3,1,3.0,67.65938855893616,1
23622,M785614850,2089584.0,13.0,32.0,4,1,1,0.0,50.766930271979845,3
23623,M785629888,47000.0,265.0,2.0,1,1,1,0.0,25.0,4
23624,M785658158,2645800.0,3.0,47.0,4,1,1,1.0,50.766930271979845,3
23625,M785701658,1004853.0,44.0,20.0,3,1,1,1.0,42.17795351465323,4
23627,M785732888,607700.0,35.0,20.0,4,1,1,0.0,50.766930271979845,3
23630,M785843690,10660.0,313.0,1.0,1,1,1,1.0,25.0,4
23632,M785916176,7662506.0,3.0,238.0,4,3,1,0.0,67.65938855893616,1
23633,M785945145,458620.0,69.0,8.0,3,1,1,3.0,42.17795351465323,4
23634,M785972145,6152950.0,36.0,21.0,4,1,1,0.0,50.766930271979845,3
23635,M785989661,6560372.0,25.0,29.0,4,1,1,0.0,50.766930271979845,3
23637,M786008373,8105510.0,1.0,144.0,4,3,1,0.0,67.65938855893616,1
23638,M786026931,2143680.0,2.0,63.0,4,2,1,0.0,59.213159415457994,2
23639,M786029230,1875344.0,19.0,89.0,4,2,1,0.0,59.213159415457994,2
23640,M786029780,210460.0,97.0,11.0,3,1,1,2.0,42.17795351465323,4
23641,M786107978,1485276.0,56.0,32.0,3,1,1,0.0,42.17795351465323,4
23642,M786137259,1869900.0,139.0,13.0,2,1,1,2.0,33.58897675732661,4
23643,M786149408,2137510.0,2.0,71.0,4,2,1,1.0,59.213159415457994,2
23644,M786152556,1299151.0,1.0,43.0,4,1,1,0.0,50.766930271979845,3
23645,M786154558,1795822.0,27.0,35.0,4,1,1,0.0,50.766930271979845,3
23646,M786239438,6333440.0,2.0,173.0,4,3,1,0.0,67.65938855893616,1
23647,M786289610,39900.0,252.0,1.0,1,1,1,0.0,25.0,4
23648,M786315733,1056970.0,23.0,42.0,4,1,1,1.0,50.766930271979845,3
23649,M786322536,154789.0,47.0,14.0,3,1,1,0.0,42.17795351465323,4
23650,M786370451,9532174.0,8.0,100.0,4,2,1,1.0,59.213159415457994,2
23651,M786376344,1269904.0,24.0,22.0,4,1,1,0.0,50.766930271979845,3
23653,M786429132,770000.0,63.0,16.0,3,1,1,1.0,42.17795351465323,4
23654,M786429487,251450.0,104.0,4.0,3,1,1,0.0,42.17795351465323,4
23655,M786468150,2818100.0,1.0,45.0,4,1,1,0.0,50.766930271979845,3
23656,M786525388,615470.0,77.0,15.0,3,1,1,2.0,42.17795351465323,4
23657,M786525396,3751900.0,3.0,124.0,4,2,1,2.0,59.213159415457994,2
23658,M786546964,2379500.0,41.0,58.0,3,2,1,0.0,50.62418265813138,3
23659,M786571229,4185471.0,3.0,81.0,4,2,1,1.0,59.213159415457994,2
23660,M786693618,319968.0,49.0,33.0,3,1,1,0.0,42.17795351465323,4
23661,M786704591,20654060.0,7.0,35.0,4,1,2,0.0,58.731724371175076,2
23662,M786710772,3585390.0,5.0,97.0,4,2,1,0.0,59.213159415457994,2
23663,M786718795,108000.0,7.0,13.0,4,1,1,0.0,50.766930271979845,3
23664,M786798134,692903.0,17.0,65.0,4,2,1,0.0,59.213159415457994,2
23665,M786866639,707210.0,3.0,37.0,4,1,1,0.0,50.766930271979845,3
23666,M786875637,60334390.0,5.0,61.0,4,2,2,0.0,67.17795351465323,1
23668,M786913364,4272044.0,11.0,37.0,4,1,1,0.0,50.766930271979845,3
23669,M786921036,50910.0,8.0,5.0,4,1,1,3.0,50.766930271979845,3
23670,M786924697,15299050.0,31.0,50.0,4,1,2,0.0,58.731724371175076,2
23671,M787007903,299719.0,59.0,13.0,3,1,1,0.0,42.17795351465323,4
23672,M787022833,907550.0,1.0,39.0,4,1,1,0.0,50.766930271979845,3
23674,M787133912,593490.0,4.0,15.0,4,1,1,2.0,50.766930271979845,3
23676,M787154999,1413565.0,1.0,31.0,4,1,1,2.0,50.766930271979845,3
23677,M787185067,2243424.0,10.0,96.0,4,2,1,0.0,59.213159415457994,2
23678,M787185149,990550.0,1.0,18.0,4,1,1,0.0,50.766930271979845,3
23679,M787230031,4915150.0,15.0,61.0,4,2,1,0.0,59.213159415457994,2
23680,M787257879,3483413.0,2.0,58.0,4,2,1,1.0,59.213159415457994,2
23681,M787315379,2423900.0,3.0,19.0,4,1,1,1.0,50.766930271979845,3
23682,M787457613,3545426.0,12.0,28.0,4,1,1,0.0,50.766930271979845,3
23683,M787485001,26657247.0,7.0,133.0,4,3,2,0.0,75.62418265813139,1
23684,M787489697,5516340.0,2.0,89.0,4,2,1,0.0,59.213159415457994,2
23685,M787592426,2741124.0,1.0,125.0,4,2,1,0.0,59.213159415457994,2
23686,M787601204,321100.0,22.0,20.0,4,1,1,0.0,50.766930271979845,3
23687,M787732349,12366390.0,1.0,152.0,4,3,1,0.0,67.65938855893616,1
23688,M787762490,2182200.0,8.0,41.0,4,1,1,1.0,50.766930271979845,3
23689,M787766578,244063194.0,6.0,148.0,4,3,4,0.0,91.55377085652185,1
23690,M787785401,2388420.0,21.0,52.0,4,2,1,1.0,59.213159415457994,2
23691,M787857421,581758.0,9.0,31.0,4,1,1,0.0,50.766930271979845,3
23692,M787884495,4075720.0,2.0,25.0,4,1,1,0.0,50.766930271979845,3
23693,M787924367,2173300.0,14.0,61.0,4,2,1,0.0,59.213159415457994,2
23694,M787992867,2733403.0,3.0,98.0,4,2,1,0.0,59.213159415457994,2
23696,M788091566,576965.0,33.0,38.0,4,1,1,1.0,50.766930271979845,3
23697,M788170461,2477180.0,27.0,20.0,4,1,1,0.0,50.766930271979845,3
23698,M788185136,3061735.0,10.0,91.0,4,2,1,0.0,59.213159415457994,2
23699,M788228023,4446542.0,51.0,64.0,3,2,1,1.0,50.62418265813138,3
