,cust,male,ages,zon_hlv,most_common_visiting,max_buy_am,most_common_time,Lpay_user,twice_product
20222,M747324856,1,30,Z12,Z12,29800.0,18,0,7
20223,M747346827,0,20,Z11,Z11,1580000.0,[15 16],0,1
20224,M747348591,0,50,Z10,Z10,74000.0,15,0,1
20225,M747433223,0,30,Z11,Z11,418000.0,20,1,49
20226,M747439384,1,40,Z04,Z04,323100.0,17,0,12
20227,M747445099,0,40,Z17,Z17,25600.0,[13 17],1,6
20228,M747472565,0,60,Z17,Z17,69900.0,15,0,22
20229,M747491345,0,30,Z16,Z16,27900.0,5,1,8
20230,M747500136,1,70,Z17,Z17,13000.0,17,0,3
20231,M747503473,0,50,Z03,Z03,99000.0,18,0,38
20232,M747531073,0,30,Z10,Z10,257000.0,18,0,8
20233,M747600188,0,40,Z10,Z10,268000.0,18,0,85
20234,M747608642,0,40,Z16,Z16,1400000.0,17,1,36
20235,M747635492,1,40,Z03,Z03,240000.0,11,0,1
20236,M747644896,1,50,Z10,Z10,167300.0,16,1,35
20237,M747703265,1,20,Z04,Z17,84800.0,12,0,14
20238,M747738564,1,40,Z11,Z11,6730000.0,15,1,75
20239,M747813156,0,30,Z10,Z10,1370400.0,18,0,7
20240,M747846235,0,40,Z06,Z06,430000.0,19,0,101
20241,M747849852,0,50,Z17,Z17,24800.0,14,0,0
20242,M747888093,0,20,Z10,Z10,2830000.0,15,0,9
20243,M747904420,0,20,Z17,Z17,398000.0,18,0,54
20244,M747953826,0,20,Z04,Z10,20000.0,15,0,3
20245,M748005934,1,30,Z17,Z17,198000.0,11,0,3
20246,M748017125,0,40,Z10,Z10,185000.0,15,0,18
20247,M748020544,0,50,Z17,Z17,45000.0,20,0,64
20248,M748086960,1,40,Z17,Z14,2588000.0,16,1,8
20249,M748117751,1,40,Z10,Z17,89000.0,15,0,2
20250,M748140584,1,20,Z11,Z11,137000.0,16,1,23
20251,M748228362,1,50,Z17,Z17,159000.0,14,0,7
20252,M748278987,1,40,Z17,Z17,157000.0,19,1,63
20253,M748354912,1,50,Z17,Z17,36500.0,14,1,92
20254,M748372107,1,50,Z14,Z04,210000.0,19,0,67
20255,M748440262,0,30,Z17,Z17,69000.0,17,0,4
20256,M748448862,0,40,Z17,Z17,176000.0,18,1,103
20257,M748575023,1,40,Z09,Z09,114000.0,14,0,62
20258,M748577907,0,40,Z12,Z12,10900.0,15,0,12
20259,M748617678,0,60,Z11,Z11,176400.0,11,0,58
20260,M748639398,0,30,Z17,Z17,108000.0,16,0,1
20261,M748671599,0,30,Z06,Z06,85000.0,19,0,42
20262,M748706195,0,60,Z10,Z10,270000.0,17,0,64
20263,M748724112,1,40,Z01,Z01,106500.0,21,0,30
20264,M748781514,0,50,Z17,Z17,2370000.0,12,1,14
20265,M748790907,0,50,Z10,Z10,571100.0,15,1,96
20266,M748878049,0,30,Z10,Z17,312000.0,18,1,8
20267,M748898823,0,30,Z01,Z01,66240.0,18,0,48
20268,M748924224,0,40,Z17,Z17,119000.0,16,1,55
20269,M749042790,1,40,Z04,Z04,548000.0,14,1,32
20270,M749046969,0,30,Z09,Z09,140000.0,15,0,108
20271,M749083326,0,20,Z06,['Z05' 'Z16'],1000000.0,14,0,1
20272,M749109288,0,40,Z10,Z10,359000.0,19,1,15
20273,M749231233,0,50,Z12,Z12,174000.0,12,0,44
20274,M749317914,0,40,Z17,Z17,3376000.0,12,1,49
20275,M749342914,0,30,Z10,Z04,226800.0,20,1,37
20276,M749346548,1,40,Z09,Z09,108000.0,17,0,2
20277,M749433298,0,30,Z11,Z11,30000.0,16,0,50
20278,M749486808,0,30,Z13,Z13,99800.0,18,1,69
20279,M749554866,1,40,Z17,Z17,429000.0,17,1,23
20280,M749584496,0,40,Z10,Z10,399200.0,16,0,11
20281,M749585617,1,30,Z11,[],159000.0,11,1,2
20282,M749634518,0,30,Z10,[],87200.0,[11 12],1,11
20283,M749722506,0,50,Z17,Z17,159000.0,11,1,26
20284,M749743674,0,40,Z12,Z12,279000.0,17,0,0
20285,M749852783,0,30,Z17,Z10,358800.0,19,0,40
20286,M749854263,0,20,Z08,Z08,2396000.0,14,0,11
20287,M749881751,1,30,Z08,Z10,1350000.0,18,0,3
20288,M749919044,0,50,Z15,Z15,100000.0,13,0,32
20289,M749942110,0,50,Z10,Z01,36900.0,18,0,80
20290,M749986396,0,30,Z16,[],13050.0,9,0,0
20291,M749988051,1,40,Z10,Z10,275000.0,20,0,7
20292,M750012782,0,40,Z14,Z14,41300.0,20,0,120
20293,M750030052,1,40,Z06,Z06,89000.0,18,0,119
20294,M750055710,0,30,Z10,Z10,327000.0,15,1,24
20295,M750109323,0,20,Z17,Z17,288000.0,[16 17],0,2
20296,M750155928,0,60,Z10,Z10,7700.0,13,0,0
20297,M750158653,0,30,Z10,Z17,216810.0,16,1,17
20298,M750162337,1,50,Z03,Z17,10100.0,17,0,0
20299,M750188353,1,30,Z16,Z16,3630000.0,18,1,101
20300,M750218579,0,40,Z17,Z17,24900.0,18,0,7
20301,M750261300,0,40,Z01,Z01,26980.0,[15 16],0,15
20302,M750310186,1,40,Z04,Z04,64000000.0,20,0,29
20303,M750385111,1,70,Z13,Z13,529000.0,11,0,16
20304,M750391170,0,50,Z10,Z10,217000.0,18,0,13
20305,M750493448,0,50,Z17,Z17,1140000.0,13,0,15
20306,M750546803,0,30,Z10,Z10,128000.0,13,0,48
20307,M750550354,0,40,Z10,Z10,4400.0,17,0,3
20308,M750560427,0,40,Z17,Z17,34980.0,[19 20],0,8
20309,M750699183,0,40,Z17,Z17,139000.0,17,1,131
20310,M750752781,0,20,Z01,Z01,81000.0,18,0,5
20311,M750818875,0,50,Z11,Z11,1113000.0,19,0,34
20312,M750870954,0,40,Z11,Z11,919000.0,22,1,189
20313,M750888695,0,50,Z10,Z10,7980.0,20,0,0
20314,M750901733,1,20,Z15,Z15,19360.0,20,1,3
20315,M750912192,0,40,Z16,Z16,878000.0,17,1,59
20316,M750984241,0,40,Z11,Z11,22500.0,15,0,32
20317,M751010048,0,30,Z15,Z15,362800.0,17,1,4
20318,M751051397,0,40,Z03,Z03,59600.0,14,0,2
20319,M751087754,0,40,Z04,Z04,300000.0,18,0,14
20320,M751135765,0,40,Z17,Z17,550000.0,20,1,25
20321,M751162945,0,40,Z04,Z04,976700.0,17,1,83
20322,M751188558,0,20,Z17,Z17,1120000.0,15,0,18
20323,M751205616,0,30,Z11,Z11,93000.0,20,0,68
20324,M751226701,0,20,Z10,Z17,79000.0,19,0,8
20325,M751254713,1,50,Z10,Z10,370000.0,16,0,10
20326,M751274895,0,50,Z17,Z10,79000.0,17,0,9
20327,M751298779,0,50,Z16,Z16,9000.0,13,0,4
20328,M751310251,0,50,Z17,Z17,359000.0,[13 17],0,10
20329,M751310423,1,20,Z10,Z10,1004000.0,20,1,8
20330,M751445020,0,30,Z17,Z17,250000.0,21,0,35
20331,M751474769,0,50,Z01,Z17,7450000.0,16,0,25
20332,M751510698,1,40,Z11,Z11,10400.0,20,1,17
20333,M751529164,0,50,Z16,Z16,10000000.0,16,1,23
20334,M751582780,1,30,Z17,Z17,3150000.0,19,0,2
20335,M751592393,0,40,Z10,Z17,1014000.0,[12 18],1,15
20336,M751595813,1,40,Z10,Z16,130000.0,[11 18],0,2
20337,M751627682,0,40,Z17,Z17,680000.0,19,1,10
20338,M751628001,0,40,Z10,Z10,167600.0,16,0,12
20339,M751675140,1,40,Z17,Z17,45800.0,16,1,45
20340,M751728576,1,40,Z17,Z17,100800.0,17,1,69
20341,M751731455,0,40,Z10,Z10,5390000.0,17,1,6
20342,M751745897,0,20,Z17,Z17,150000.0,15,1,34
20343,M751776373,1,30,Z10,Z17,18500.0,13,0,0
20344,M751840245,0,30,Z12,[],80000.0,13,0,1
20345,M751841270,1,20,Z09,Z12,5500.0,11,0,1
20346,M751854246,0,40,Z04,Z04,2000000.0,10,1,86
20347,M751871045,0,50,Z12,Z16,29000.0,21,0,9
20348,M751917759,0,30,Z08,Z08,106500.0,14,1,85
20349,M751946699,0,40,Z17,Z10,5971000.0,13,0,24
20350,M751958553,0,20,Z16,Z16,45000.0,17,0,16
20351,M752042559,0,40,Z03,Z03,20400.0,1,0,1
20352,M752180661,0,40,Z17,Z17,56050.0,[18 19],0,1
20353,M752186728,0,60,Z10,Z17,159000.0,13,1,35
20354,M752200217,1,30,Z09,Z09,178500.0,11,0,5
20355,M752234615,0,50,Z16,Z16,2210000.0,17,1,35
20356,M752246166,0,50,Z15,Z15,650000.0,18,1,0
20357,M752263120,0,40,Z10,Z10,1000000.0,17,0,19
20358,M752291949,0,50,Z06,Z06,39800.0,19,0,53
20359,M752427510,0,40,Z10,Z17,1390000.0,12,1,14
20360,M752430341,1,40,Z16,Z16,950000.0,16,0,10
20361,M752457873,0,40,Z10,Z17,174000.0,16,0,10
20362,M752512455,0,30,Z06,Z06,15900.0,13,0,2
20363,M752566035,0,20,Z16,Z16,2500000.0,16,1,51
20364,M752570034,0,30,Z10,Z10,75000.0,16,0,9
20365,M752586184,0,30,Z10,Z10,249000.0,20,1,2
20366,M752627025,0,50,Z16,Z16,181300.0,14,0,10
20367,M752627974,0,40,Z11,Z11,32900.0,19,0,36
20368,M752649417,1,40,Z10,Z10,50000.0,10,1,9
20369,M752666180,0,30,Z10,Z10,137000.0,19,1,16
20370,M752675120,0,30,Z06,Z06,119900.0,21,1,34
20371,M752693911,1,40,Z02,Z12,170000.0,12,1,9
20372,M752750061,0,40,Z11,Z11,226500.0,12,0,5
20373,M752811547,1,30,Z17,Z17,139000.0,12,0,6
20374,M752836685,0,20,Z10,Z17,700000.0,12,1,42
20375,M752850719,0,40,Z10,Z10,1190000.0,14,1,32
20376,M752927431,0,50,Z10,Z17,33000.0,19,0,30
20377,M752939480,0,50,Z10,Z10,570000.0,20,0,17
20378,M753007463,0,40,Z13,Z13,10000000.0,17,1,43
20379,M753024295,0,30,Z17,Z17,5263160.0,10,1,48
20380,M753045292,0,20,Z08,Z08,1755580.0,16,0,3
20381,M753069011,0,20,Z01,Z01,36000.0,22,0,17
20382,M753140869,0,40,Z17,Z17,89900.0,14,0,22
20383,M753279808,1,60,Z16,Z16,90000.0,13,0,36
20384,M753281766,0,40,Z11,Z11,139500.0,12,0,1
20385,M753344696,0,40,Z10,Z10,107600.0,16,1,207
20386,M753373351,0,50,Z17,Z17,199000.0,22,1,59
20387,M753501877,1,60,Z11,Z16,2000.0,18,0,0
20388,M753557093,0,60,Z12,Z12,659000.0,16,0,4
20389,M753599028,0,30,Z06,Z06,143100.0,15,0,20
20390,M753637269,1,30,Z17,Z17,147600.0,20,0,36
20391,M753654704,1,50,Z17,Z17,4130000.0,17,1,95
20392,M753666223,1,50,Z11,Z11,69000.0,19,1,4
20393,M753673855,1,40,Z10,Z10,15110000.0,18,1,47
20394,M753715825,0,40,Z08,Z08,338000.0,13,0,18
20395,M753750102,0,40,Z06,Z06,1395000.0,19,0,23
20396,M753798615,0,50,Z15,Z15,890000.0,18,0,160
20397,M753820217,0,40,Z17,Z17,55000.0,11,0,18
20398,M753846555,1,40,Z16,Z16,552000.0,13,1,51
20399,M753863337,0,40,Z10,Z10,260000.0,15,0,27
20400,M753870172,1,40,Z12,Z12,61908.0,[15 18],0,34
20401,M753907681,1,30,Z17,Z17,355000.0,15,0,3
20402,M753943284,0,40,Z10,Z10,136800.0,15,0,25
20403,M753963342,0,30,Z10,Z10,95000.0,15,1,22
20404,M753991342,0,60,Z10,Z10,240000.0,10,0,54
20405,M754014828,0,30,Z17,Z17,213000.0,13,0,44
20406,M754057733,0,30,Z10,Z10,229000.0,14,1,3
20407,M754073211,1,50,Z17,Z17,9000.0,[11 18 21],0,4
20408,M754094202,0,30,Z17,Z17,70000.0,[ 0 16],1,17
20409,M754127622,0,50,Z08,Z08,69900.0,22,0,86
20410,M754169994,0,40,Z10,Z10,2980000.0,18,0,12
20411,M754172713,0,40,Z14,[],1180000.0,18,0,0
20412,M754175163,0,30,Z04,Z04,73000.0,19,1,68
20413,M754245264,0,60,Z16,Z16,4240000.0,17,0,35
20414,M754260149,1,60,Z10,Z10,77400.0,18,0,2
20415,M754262911,0,60,Z16,Z16,459000.0,16,0,34
20416,M754345978,0,40,Z06,Z06,759000.0,18,0,111
20417,M754370353,0,30,Z17,Z17,1840000.0,18,1,98
20418,M754377739,1,20,Z17,[],99000.0,14,0,0
20419,M754443136,0,20,Z17,Z17,140000.0,[15 16],0,1
20420,M754451048,0,40,Z04,Z04,210000.0,12,1,54
20421,M754455665,0,20,Z05,Z04,80100.0,18,0,3
20422,M754490133,0,30,Z11,Z11,158000.0,17,0,24
20423,M754551709,0,40,Z17,Z17,345000.0,22,0,18
20424,M754562020,0,50,Z10,Z10,531300.0,16,0,10
20425,M754596631,0,40,Z04,Z04,152400.0,15,0,17
20426,M754604168,0,50,Z01,Z01,220000.0,12,0,102
20427,M754615333,1,30,Z17,Z17,1342250.0,14,1,53
20428,M754655102,0,60,Z17,Z17,3685000.0,16,1,74
20429,M754665813,0,40,Z17,Z10,383400.0,12,1,54
20430,M754683305,0,40,Z16,Z16,600000.0,[18 19],1,7
20431,M754683790,1,30,Z09,Z09,159000.0,15,0,72
20432,M754764302,1,40,Z10,Z10,88900.0,22,0,17
20433,M754766281,0,40,Z10,Z10,339000.0,12,0,7
20434,M754825402,0,30,Z16,Z16,409000.0,20,1,46
20435,M754827413,0,40,Z16,Z16,779000.0,9,1,59
20436,M754867555,0,20,Z16,Z17,190000.0,[13 17 19],0,0
20437,M754884779,1,40,Z10,Z10,93040.0,17,0,10
20438,M754891585,0,50,Z15,Z15,3900.0,20,0,0
20439,M754934181,0,30,Z06,Z06,130000.0,13,0,79
20440,M754959773,1,60,Z15,Z15,8564000.0,17,1,32
20441,M754971632,0,50,Z08,Z08,65000.0,13,0,31
20442,M754989997,0,40,Z10,Z10,161100.0,19,0,23
20443,M755035778,1,50,Z17,Z17,79000.0,20,1,48
20444,M755040696,1,20,Z10,Z10,229000.0,18,0,5
20445,M755112174,0,50,Z10,Z10,13700000.0,18,1,34
20446,M755113437,0,50,Z17,Z17,152000.0,0,1,65
20447,M755158962,1,50,Z16,Z16,7990.0,18,0,0
20448,M755197213,0,40,Z11,Z11,129000.0,12,0,3
20449,M755198700,0,50,Z16,Z16,79000.0,21,1,59
20450,M755243717,0,30,Z11,Z11,201300.0,16,0,51
20451,M755316594,0,20,Z06,[],46800.0,16,0,0
20452,M755384503,0,60,Z17,Z17,129000.0,20,1,61
20453,M755391340,0,50,Z16,Z16,15500000.0,17,1,75
20454,M755410285,0,50,Z17,Z17,104800.0,11,0,30
20455,M755450553,0,30,Z17,Z17,58000.0,19,0,11
20456,M755460318,0,40,Z11,Z11,39800.0,16,0,93
20457,M755515453,1,40,Z10,Z10,179000.0,10,1,88
20458,M755556068,0,20,Z04,Z04,2657400.0,17,0,12
20459,M755568990,0,30,Z10,Z10,5106000.0,12,1,13
20460,M755592169,1,30,Z09,Z10,18000.0,20,1,17
20461,M755592178,1,30,Z12,Z12,12000.0,0,1,8
20462,M755603611,1,30,Z04,Z17,178000.0,19,1,25
20463,M755610922,0,20,Z11,Z11,39900.0,13,0,0
20464,M755636199,1,60,Z06,Z06,24900.0,13,0,16
20465,M755655671,0,30,Z10,Z10,59400.0,20,0,59
20466,M755754336,1,40,Z17,Z10,45000.0,7,0,17
20467,M755816968,0,40,Z17,Z17,50600.0,20,0,9
20468,M755827388,1,40,Z09,Z09,15960.0,13,0,2
20469,M755941253,1,30,Z17,Z17,14000.0,19,0,1
20470,M755978308,0,20,Z17,[],26000.0,11,1,10
20471,M756024188,0,50,Z04,Z17,13000.0,14,0,0
20472,M756025201,0,40,Z16,Z16,157200.0,18,0,4
20473,M756084876,0,30,Z17,Z17,158400.0,21,1,6
20474,M756086269,1,60,Z10,Z16,780000.0,16,0,9
20475,M756087757,0,30,Z17,Z17,3990.0,19,0,1
20476,M756098747,0,40,Z08,Z12,39900.0,11,0,59
20477,M756105200,0,50,Z04,Z04,671000.0,12,0,1
20478,M756106327,1,40,Z10,Z10,192000.0,17,1,2
20479,M756111815,1,50,Z11,Z11,420000.0,15,0,6
20480,M756183973,1,30,Z10,Z10,430200.0,22,1,32
20481,M756225324,0,50,Z16,Z16,364500.0,14,1,8
20482,M756230980,1,50,Z10,[],30500.0,13,0,0
20483,M756340998,0,50,Z17,Z17,119600.0,12,0,143
20484,M756382607,1,30,Z11,Z11,3409000.0,0,1,14
20485,M756426913,0,40,Z17,[],59900.0,13,0,0
20486,M756526437,1,30,Z08,Z08,85000.0,13,1,3
20487,M756596795,0,60,Z17,Z17,250000.0,15,0,43
20488,M756661038,0,50,Z14,Z17,210000.0,21,0,23
20489,M756726515,0,70,Z06,[],15300.0,11,1,11
20490,M756768469,0,20,Z10,Z10,460000.0,20,0,0
20491,M756791606,0,40,Z14,Z14,279300.0,[14 15],0,10
20492,M756802007,0,60,Z10,Z10,135000.0,17,0,13
20493,M756872590,1,30,Z16,Z16,69000.0,17,1,33
20494,M756885306,0,20,Z10,Z10,34800.0,18,0,0
20495,M757001242,0,70,Z04,Z04,39800.0,15,0,36
20496,M757001615,0,50,Z17,Z17,159000.0,[17 18],0,18
20497,M757022785,0,40,Z16,Z16,103680.0,19,0,27
20498,M757036516,0,50,Z10,Z10,279000.0,15,0,0
20499,M757079175,0,30,Z14,Z14,5248000.0,[13 16],1,11
20500,M757096365,0,30,Z10,[],192000.0,10,1,5
20501,M757123840,0,30,Z04,Z04,36000.0,21,0,62
20502,M757126860,1,30,Z10,Z11,570000.0,17,1,20
20503,M757153835,1,30,Z17,Z17,109000.0,15,0,5
20504,M757233477,0,40,Z10,Z10,795000.0,23,0,9
20505,M757247306,0,50,Z17,Z10,108000.0,17,1,63
20506,M757252087,0,40,Z16,Z12,1000.0,13,0,0
20507,M757258697,0,30,Z10,Z10,179400.0,16,0,53
20508,M757265921,1,30,Z10,Z10,230800.0,13,0,12
20509,M757291075,1,30,Z17,Z17,14400.0,15,0,6
20510,M757298931,0,40,Z17,Z17,1000000.0,18,1,111
20511,M757316858,0,20,Z08,Z06,5160000.0,18,0,17
20512,M757321401,0,50,Z17,Z17,5350000.0,17,0,25
20513,M757404422,0,60,Z16,Z16,264000.0,18,1,10
20514,M757477297,0,20,Z17,Z17,889990.0,22,1,16
20515,M757505731,1,50,Z17,Z17,31500.0,16,0,36
20516,M757518417,0,20,Z09,Z09,6000.0,22,0,6
20517,M757534059,0,50,Z17,Z17,255000.0,13,0,5
20518,M757611300,0,40,Z08,Z08,29900.0,20,0,39
20519,M757697408,0,40,Z10,Z10,88000.0,15,0,18
20520,M757719098,0,40,Z11,Z11,44000.0,18,0,40
20521,M757779148,0,40,Z12,Z12,274900.0,18,0,2
20522,M757862143,0,40,Z17,Z17,159000.0,16,0,13
20523,M757904439,0,40,Z17,Z10,362800.0,12,0,29
20524,M757911017,1,50,Z12,Z12,80000.0,16,0,20
20525,M757917891,0,60,Z16,Z16,632000.0,15,0,9
20526,M757934967,1,40,Z17,Z17,66900.0,16,0,3
20527,M758032826,0,30,Z11,Z16,41600.0,12,0,14
20528,M758100566,0,40,Z17,Z17,350000.0,16,1,66
20529,M758141651,0,30,Z11,Z11,1100000.0,11,1,16
20530,M758182699,1,60,Z14,Z14,59800.0,14,0,0
20531,M758243320,0,20,Z04,Z04,84800.0,19,0,63
20532,M758285479,0,20,Z10,Z17,1860000.0,20,0,21
20533,M758340740,0,30,Z16,Z16,813000.0,16,0,90
20534,M758395373,0,50,Z17,Z17,277200.0,16,0,19
20535,M758395465,0,30,Z10,Z10,915000.0,18,1,11
20536,M758444208,0,40,Z03,Z10,140500.0,17,0,7
20537,M758496656,0,40,Z17,Z17,17300000.0,19,1,94
20538,M758565158,1,60,Z06,Z06,15960.0,22,0,25
20539,M758578446,1,40,Z12,Z12,399000.0,14,0,1
20540,M758623900,1,20,Z03,Z11,16000.0,18,0,6
20541,M758631028,0,30,Z11,Z11,1680000.0,16,0,14
20542,M758634842,0,30,Z17,Z17,99900.0,17,0,127
20543,M758644073,1,20,Z08,Z08,45000.0,19,1,39
20544,M758683866,1,50,Z06,Z06,157600.0,18,0,62
20545,M758687246,0,40,Z10,Z10,80000.0,15,0,82
20546,M758782458,0,60,Z10,Z10,76000.0,15,0,0
20547,M758801064,0,50,Z04,Z04,2200000.0,19,0,16
20548,M758879540,0,40,Z04,Z04,1285000.0,19,1,43
20549,M758895934,0,30,Z06,Z06,953800.0,17,0,39
20550,M758915441,0,50,Z01,Z01,27200.0,[17 19],0,21
20551,M758973893,0,40,Z17,Z17,175200.0,9,0,91
20552,M759001856,1,50,Z11,Z11,62100.0,16,0,13
20553,M759007313,0,40,Z06,Z06,158000.0,17,0,150
20554,M759115314,0,50,Z16,Z16,1090000.0,15,0,12
20555,M759146116,0,20,Z16,Z16,3600000.0,[12 13],0,0
20556,M759161626,1,30,Z06,Z06,56000.0,18,0,4
20557,M759194112,1,30,Z10,Z10,4500.0,9,0,4
20558,M759231738,1,30,Z17,Z17,3100000.0,15,1,85
20559,M759294537,1,40,Z17,Z17,805000.0,22,1,72
20560,M759322325,0,40,Z10,Z10,59000.0,[13 14],0,1
20561,M759403276,0,20,Z17,Z17,1500000.0,[14 15 17],0,0
20562,M759405845,0,50,Z17,Z17,39900.0,18,0,19
20563,M759406292,1,20,Z08,Z08,160210.0,16,1,44
20564,M759430169,0,40,Z17,Z17,1792000.0,14,1,26
20565,M759492987,0,30,Z17,Z17,1800000.0,21,1,34
20566,M759501026,1,30,Z10,[],20800.0,1,1,33
20567,M759515167,0,50,Z16,Z16,236600.0,[12 14],0,0
20568,M759528268,1,60,Z16,Z11,154000.0,[16 17],0,1
20569,M759580197,1,30,Z17,Z17,860000.0,16,1,26
20570,M759611247,0,30,Z11,Z11,75600.0,18,0,35
20571,M759614193,1,50,Z14,Z14,33282.0,20,0,36
20572,M759640073,0,30,Z13,Z13,220000.0,18,0,56
20573,M759691754,0,50,Z10,Z10,70000.0,19,1,79
20574,M759705642,0,20,Z11,Z11,79500.0,12,0,3
20575,M759718067,0,20,Z11,Z11,189000.0,14,0,3
20576,M759734742,0,50,Z17,[],35200.0,14,0,9
20577,M759796783,1,60,Z10,Z10,313000.0,16,0,7
20578,M759854978,0,50,Z05,Z05,66240.0,13,0,67
20579,M759943916,1,30,Z17,Z17,196200.0,15,0,44
20580,M760052447,1,30,Z17,Z17,249000.0,17,1,51
20581,M760092158,1,30,Z03,Z03,43840.0,10,0,16
20582,M760114109,0,40,Z06,Z06,160000.0,19,0,35
20583,M760120493,0,40,Z10,Z10,249000.0,[12 18],1,26
20584,M760125800,1,40,Z10,Z17,110000.0,10,1,22
20585,M760194697,0,50,Z03,Z16,230000.0,14,0,4
20586,M760272624,0,60,Z11,Z11,12900.0,12,0,2
20587,M760372423,0,40,Z16,Z16,2254000.0,20,1,57
20588,M760405169,1,30,Z10,Z17,35000.0,20,0,24
20589,M760431397,0,50,Z10,Z10,183200.0,16,0,19
20590,M760493756,0,70,Z10,Z10,90000.0,10,0,14
20591,M760548400,0,40,Z17,[],21500.0,13,1,5
20592,M760591075,0,50,Z10,Z10,2250000.0,14,0,8
20593,M760714076,1,70,Z11,Z11,479000.0,14,0,0
20594,M760810652,0,40,Z13,Z13,2007200.0,12,1,111
20595,M760817542,0,40,Z17,Z09,37900.0,9,0,3
20596,M760897156,0,40,Z11,Z11,138000.0,[13 21],0,1
20597,M760940896,1,60,Z14,Z14,224100.0,13,0,4
20598,M760996147,0,30,Z17,Z17,35100.0,17,0,62
20599,M761109386,0,30,Z17,Z10,142200.0,14,0,1
20600,M761112800,0,40,Z15,Z15,17000.0,14,0,68
20601,M761166148,0,40,Z10,Z10,218000.0,16,1,163
20602,M761169708,1,30,Z15,Z15,213000.0,11,1,4
20603,M761170493,0,30,Z05,Z05,179000.0,17,0,38
20604,M761194258,0,30,Z10,[],359100.0,15,0,1
20605,M761196229,0,40,Z03,Z03,95000.0,14,0,73
20606,M761199967,0,30,Z15,Z15,64000.0,19,1,23
20607,M761253467,0,60,Z17,Z17,57900.0,14,0,8
20608,M761340617,0,30,Z17,Z17,1000000.0,11,1,13
20609,M761396995,0,40,Z17,Z17,385000.0,12,1,23
20610,M761409385,0,50,Z10,Z10,269000.0,12,1,64
20611,M761436704,0,50,Z10,Z10,13900.0,17,1,4
20612,M761475535,1,20,Z16,Z10,620000.0,12,1,19
20613,M761489690,0,50,Z10,Z10,32300.0,11,0,1
20614,M761498039,1,40,Z16,Z16,159000.0,15,0,0
20615,M761514493,0,40,Z12,Z16,98000.0,16,0,0
20616,M761585528,0,50,Z10,Z10,37600.0,16,0,51
20617,M761590555,0,30,Z10,Z17,6923000.0,16,1,1
20618,M761592567,1,50,Z17,Z17,3110000.0,18,0,13
20619,M761742977,0,40,Z04,Z04,1895000.0,20,0,54
20620,M761794348,1,40,Z11,Z11,318000.0,20,1,103
20621,M761846429,1,40,Z12,Z10,282000.0,16,0,6
20622,M761928719,0,30,Z16,Z16,39800.0,[19 20],0,7
20623,M762029395,0,40,Z11,Z11,10800.0,21,0,6
20624,M762039991,0,40,Z10,Z10,9990.0,18,0,16
20625,M762048605,1,40,Z17,Z17,246000.0,18,0,10
20626,M762150958,0,50,Z14,Z14,130000.0,13,0,2
20627,M762153100,0,50,Z10,Z10,93100.0,12,0,7
20628,M762171705,1,30,Z14,Z12,55000.0,18,0,1
20629,M762193454,0,30,Z14,Z16,44700.0,17,0,3
20630,M762206350,1,50,Z16,Z16,159600.0,15,1,10
20631,M762212006,0,30,Z10,Z10,187200.0,17,1,51
20632,M762238498,0,40,Z01,[],113800.0,10,0,0
20633,M762246016,1,50,Z17,Z17,42400.0,17,1,49
20634,M762262935,0,50,Z17,Z17,794600.0,16,0,2
20635,M762271514,1,70,Z17,Z17,38161.0,16,1,6
20636,M762307421,0,40,Z17,Z17,15980.0,19,0,24
20637,M762374565,1,20,Z16,Z16,589000.0,12,1,44
20638,M762416796,0,50,Z17,Z17,43500.0,12,0,7
20639,M762451516,0,30,Z17,Z17,97300.0,21,1,21
20640,M762493000,1,30,Z17,Z01,4990.0,18,0,2
20641,M762538027,0,40,Z17,Z17,784000.0,19,0,31
20642,M762547793,0,40,Z10,Z10,359000.0,18,1,35
20643,M762590490,1,20,Z17,Z17,90900.0,13,0,0
20644,M762590552,0,70,Z11,Z11,459300.0,13,0,7
20645,M762600677,0,40,Z08,Z06,159000.0,17,0,2
20646,M762662277,1,30,Z08,Z08,259000.0,12,0,127
20647,M762747377,1,40,Z17,Z17,102000.0,15,1,17
20648,M762780192,0,50,Z10,Z17,158900.0,17,0,23
20649,M762787930,1,40,Z10,Z10,45900.0,18,1,21
20650,M762801634,1,40,Z12,Z12,39000.0,15,0,34
20651,M762814988,1,40,Z11,Z11,287400.0,15,0,6
20652,M762845577,1,40,Z17,Z17,1100000.0,18,1,50
20653,M762888764,0,30,Z11,Z11,39800.0,12,0,35
20654,M762935872,0,50,Z10,Z10,27900.0,15,0,13
20655,M763025489,0,50,Z17,Z17,16240.0,17,0,8
20656,M763195842,0,30,Z17,Z17,5600000.0,11,1,14
20657,M763241720,1,50,Z02,[],85000.0,22,0,0
20658,M763273603,0,40,Z17,Z17,161400.0,20,1,29
20659,M763299474,0,30,Z10,Z10,167300.0,10,0,24
20660,M763326819,1,40,Z11,Z11,402800.0,18,0,211
20661,M763333363,0,40,Z10,Z10,91200.0,11,0,21
20662,M763340522,1,40,Z17,Z17,98950.0,22,1,15
20663,M763397425,1,60,Z10,Z10,13000.0,17,0,1
20664,M763429523,0,30,Z11,Z11,36900.0,19,1,55
20665,M763432464,1,40,Z17,Z17,1490000.0,8,1,51
20666,M763444736,0,70,Z16,Z16,59400.0,11,0,18
