,cust,user_total_items,total_distinct_items,user_average_basket,weekday_rate,weekend_rate
353136,M691068876,95,29,4.130434782608695,0.6521739130434783,0.34782608695652173
353212,M307749591,251,81,3.8615384615384616,0.6,0.4
353260,M064954670,1,1,1.0,0.0,1.0
353657,M544975395,14,11,2.3333333333333335,0.5,0.5
353681,M147609262,28,14,2.1538461538461537,0.5384615384615384,0.46153846153846156
353981,M023161374,21,10,10.5,0.5,0.5
353996,M816181660,198,75,11.0,0.6111111111111112,0.38888888888888884
354013,M266367767,210,80,3.75,0.7321428571428571,0.2678571428571429
354036,M226721577,508,120,8.912280701754385,0.5964912280701754,0.4035087719298246
354075,M938537076,463,141,10.065217391304348,0.43478260869565216,0.5652173913043479
354120,M817559694,348,119,4.64,0.5333333333333333,0.4666666666666667
354194,M463539203,5,5,1.0,0.0,1.0
354272,M193372575,643,186,9.455882352941176,0.6764705882352942,0.32352941176470584
354424,M399568050,211,81,3.1029411764705883,0.6911764705882353,0.3088235294117647
354624,M633354604,226,88,3.095890410958904,0.5753424657534246,0.4246575342465754
354725,M071908843,105,66,3.088235294117647,0.7058823529411765,0.2941176470588235
354747,M487526329,29,20,2.9,0.5,0.5
354789,M406485676,35,22,4.375,0.125,0.875
354801,M494043151,277,94,7.486486486486487,0.7027027027027027,0.29729729729729726
354803,M287679941,408,133,3.5478260869565217,0.7043478260869566,0.29565217391304344
354925,M696533418,91,28,3.1379310344827585,0.8620689655172413,0.13793103448275867
354990,M816748729,190,43,5.0,0.5789473684210527,0.42105263157894735
355073,M625181718,1150,204,7.467532467532467,0.5909090909090909,0.40909090909090906
355309,M452039910,72,44,1.6363636363636365,0.6818181818181818,0.31818181818181823
355321,M258815600,46,23,1.3142857142857143,0.9142857142857143,0.08571428571428574
355377,M964948286,26,23,6.5,0.0,1.0
355587,M767967699,149,45,3.3863636363636362,0.5681818181818182,0.43181818181818177
355624,M862112045,36,22,3.272727272727273,0.5454545454545454,0.4545454545454546
355679,M804347714,113,66,7.0625,0.375,0.625
355739,M148435735,144,77,7.2,0.65,0.35
355805,M168391035,1,1,1.0,0.0,1.0
356128,M141575381,1395,205,9.82394366197183,0.5492957746478874,0.45070422535211263
356323,M662795676,130,66,6.842105263157895,0.631578947368421,0.368421052631579
356585,M008454401,486,146,9.529411764705882,0.7058823529411765,0.2941176470588235
356622,M220503077,3,2,1.0,0.3333333333333333,0.6666666666666667
356625,M839714334,92,46,3.2857142857142856,0.5714285714285714,0.4285714285714286
356641,M237405691,6,5,1.2,0.0,1.0
356775,M989380716,43,24,1.72,0.72,0.28
356796,M891352903,207,95,6.46875,0.28125,0.71875
356880,M699870056,153,77,5.464285714285714,0.5714285714285714,0.4285714285714286
356897,M144616685,4,3,1.0,0.0,1.0
357020,M842037640,153,64,4.78125,0.71875,0.28125
357086,M484775159,75,38,5.769230769230769,0.8461538461538461,0.15384615384615385
357219,M679097980,16,11,1.6,0.9,0.09999999999999998
357237,M820002758,23,9,1.15,0.45,0.55
357496,M791919187,297,40,3.6666666666666665,0.8641975308641975,0.13580246913580252
357853,M349901705,41,15,2.411764705882353,0.35294117647058826,0.6470588235294117
357950,M912699339,1,1,1.0,0.0,1.0
357964,M352077656,13,9,6.5,0.5,0.5
358165,M048965303,588,107,2.2615384615384615,0.7730769230769231,0.2269230769230769
358188,M837036296,17,8,1.5454545454545454,0.9090909090909091,0.09090909090909094
358299,M437042986,135,28,4.21875,0.71875,0.28125
358384,M261009715,322,75,12.88,0.56,0.43999999999999995
358400,M423990590,380,132,4.130434782608695,0.7934782608695652,0.2065217391304348
358441,M886828027,3,2,1.5,1.0,0.0
358497,M763340522,131,29,2.2203389830508473,0.6949152542372882,0.30508474576271183
358700,M696906664,260,81,6.046511627906977,0.813953488372093,0.18604651162790697
358799,M056208471,2,2,1.0,1.0,0.0
358966,M201977484,94,60,6.714285714285714,0.7857142857142857,0.2142857142857143
359304,M238754812,16,6,1.3333333333333333,0.6666666666666666,0.33333333333333337
359394,M827216998,4,2,1.3333333333333333,1.0,0.0
359820,M107667758,1,1,1.0,1.0,0.0
359905,M487798960,15,7,3.75,1.0,0.0
359935,M354271457,160,43,2.5,0.859375,0.140625
359951,M580776257,27,16,1.35,0.5,0.5
359962,M754867555,3,3,1.0,1.0,0.0
359973,M596890753,137,68,5.956521739130435,0.782608695652174,0.21739130434782605
360070,M345330524,3,2,1.0,1.0,0.0
360155,M678775905,102,63,5.1,0.9,0.09999999999999998
360223,M645196493,80,33,4.705882352941177,0.7058823529411765,0.2941176470588235
360269,M028793753,91,35,3.25,0.8571428571428571,0.1428571428571429
360279,M352425572,1311,194,9.639705882352942,0.6838235294117647,0.3161764705882353
360328,M369811562,52,33,3.0588235294117645,0.8235294117647058,0.17647058823529416
360391,M027525051,26,16,2.3636363636363638,0.36363636363636365,0.6363636363636364
360412,M017453314,6,3,2.0,1.0,0.0
360496,M907857694,15,7,2.5,0.8333333333333334,0.16666666666666663
360560,M490800805,208,66,4.9523809523809526,0.5714285714285714,0.4285714285714286
360644,M157869465,372,144,6.888888888888889,0.48148148148148145,0.5185185185185186
360786,M526942431,13,7,4.333333333333333,1.0,0.0
360957,M151263853,1,1,1.0,1.0,0.0
360995,M186069572,5,4,1.25,1.0,0.0
361015,M224960607,35,15,1.6666666666666667,0.8571428571428571,0.1428571428571429
361041,M064715203,7,4,1.4,1.0,0.0
361086,M389018009,246,77,9.461538461538462,0.6923076923076923,0.3076923076923077
361161,M937007652,39,19,1.1142857142857143,0.6857142857142857,0.3142857142857143
361179,M559475749,1394,188,6.6380952380952385,0.8238095238095238,0.17619047619047623
361255,M811666510,443,77,2.8037974683544302,0.810126582278481,0.189873417721519
361593,M944564510,57,34,5.7,0.9,0.09999999999999998
361659,M660704082,16,14,2.6666666666666665,0.8333333333333334,0.16666666666666663
361664,M667231040,421,39,4.34020618556701,0.8144329896907216,0.18556701030927836
361795,M941108360,66,32,1.736842105263158,0.7368421052631579,0.26315789473684215
361841,M896793738,9,5,1.2857142857142858,1.0,0.0
361880,M988745241,127,58,2.189655172413793,0.6379310344827587,0.3620689655172413
361983,M682522016,669,146,3.7374301675977653,0.7541899441340782,0.24581005586592175
362116,M665454836,102,42,7.846153846153846,0.8461538461538461,0.15384615384615385
362244,M116335909,1,1,1.0,1.0,0.0
362248,M533015545,228,89,4.75,0.6041666666666666,0.39583333333333337
362266,M507160043,1,1,1.0,1.0,0.0
362376,M022819899,98,42,4.083333333333333,0.7916666666666666,0.20833333333333337
362896,M259879398,16,11,1.7777777777777777,1.0,0.0
363116,M705382364,79,31,2.925925925925926,0.8148148148148148,0.18518518518518523
363327,M085041421,1004,145,4.309012875536481,0.6695278969957081,0.33047210300429186
363359,M528797751,1496,186,7.2270531400966185,0.6908212560386473,0.3091787439613527
363577,M245077264,396,158,5.142857142857143,0.922077922077922,0.07792207792207795
363606,M275957972,89,43,3.423076923076923,0.5384615384615384,0.46153846153846156
363616,M460252133,491,123,8.46551724137931,0.8103448275862069,0.18965517241379315
363690,M046204481,119,63,4.407407407407407,0.6296296296296297,0.37037037037037035
363853,M701243523,2,2,1.0,1.0,0.0
363886,M031044756,234,73,2.888888888888889,0.5555555555555556,0.4444444444444444
363896,M425388317,79,36,2.1944444444444446,0.8611111111111112,0.13888888888888884
364061,M049147786,47,29,1.88,0.64,0.36
364078,M898675009,533,167,17.766666666666666,0.6666666666666666,0.33333333333333337
364132,M096753431,108,50,3.375,0.8125,0.1875
364184,M922272631,82,42,3.4166666666666665,0.75,0.25
364221,M666859595,401,113,8.183673469387756,0.8367346938775511,0.16326530612244894
364346,M606274389,102,52,7.846153846153846,0.5384615384615384,0.46153846153846156
364364,M036640100,200,42,6.0606060606060606,0.5151515151515151,0.48484848484848486
364421,M397355806,225,73,8.653846153846153,0.6538461538461539,0.34615384615384615
364448,M054088657,62,31,3.4444444444444446,0.6111111111111112,0.38888888888888884
364466,M236186330,284,72,9.466666666666667,0.9666666666666667,0.033333333333333326
364714,M808828940,280,104,13.333333333333334,0.6666666666666666,0.33333333333333337
364844,M211078833,68,17,3.4,0.65,0.35
364906,M159244055,511,141,10.872340425531915,0.5957446808510638,0.4042553191489362
365056,M055777912,1,1,1.0,1.0,0.0
365149,M049621013,192,65,2.2857142857142856,0.7380952380952381,0.26190476190476186
365174,M933534537,26,6,1.625,0.625,0.375
365262,M368503975,295,82,12.291666666666666,0.75,0.25
365437,M125160135,61,38,2.652173913043478,0.9565217391304348,0.04347826086956519
365452,M810594696,625,144,5.2521008403361344,0.7394957983193278,0.26050420168067223
365491,M965104555,59,28,2.8095238095238093,0.5238095238095238,0.47619047619047616
365636,M390573734,1013,102,4.893719806763285,0.7004830917874396,0.2995169082125604
365689,M649020437,425,102,4.381443298969073,0.711340206185567,0.28865979381443296
365802,M150274000,501,151,21.782608695652176,0.6086956521739131,0.3913043478260869
365864,M421958265,11,7,5.5,0.5,0.5
366005,M450356638,26,12,1.7333333333333334,0.13333333333333333,0.8666666666666667
366055,M666098404,7,5,1.4,0.0,1.0
366071,M075800437,241,88,4.547169811320755,0.7924528301886793,0.2075471698113207
366144,M706667878,254,107,10.583333333333334,0.375,0.625
366359,M285802788,19,18,6.333333333333333,0.3333333333333333,0.6666666666666667
366615,M073855948,93,62,4.428571428571429,0.47619047619047616,0.5238095238095238
366641,M930003000,1,1,1.0,0.0,1.0
366687,M445180842,331,106,7.355555555555555,0.8444444444444444,0.15555555555555556
366702,M491930570,335,71,3.7222222222222223,0.8444444444444444,0.15555555555555556
367004,M644769680,38,19,1.5833333333333333,0.875,0.125
367024,M699072807,39,18,9.75,0.25,0.75
367075,M819864324,120,40,5.714285714285714,0.8095238095238095,0.19047619047619047
367093,M263401316,265,81,3.7857142857142856,0.8,0.19999999999999996
367153,M931562313,161,82,11.5,0.14285714285714285,0.8571428571428572
367205,M495571271,17,13,2.4285714285714284,0.7142857142857143,0.2857142857142857
367526,M647871378,67,36,3.0454545454545454,0.7272727272727273,0.2727272727272727
367767,M580954641,775,113,4.305555555555555,0.7222222222222222,0.2777777777777778
367976,M792401096,4,2,1.0,0.25,0.75
367980,M658283883,605,127,8.066666666666666,0.72,0.28
367987,M000658311,7,1,7.0,0.0,1.0
368204,M691028570,37,29,4.111111111111111,0.2222222222222222,0.7777777777777778
368512,M025688454,278,102,4.212121212121212,0.5151515151515151,0.48484848484848486
368524,M794589825,26,15,3.7142857142857144,0.5714285714285714,0.4285714285714286
368576,M969463894,109,40,2.3191489361702127,0.9361702127659575,0.06382978723404253
368705,M952168489,261,95,8.15625,0.6875,0.3125
368742,M611338529,270,120,7.9411764705882355,0.35294117647058826,0.6470588235294117
368875,M011220106,61,29,3.210526315789474,0.42105263157894735,0.5789473684210527
368897,M483584646,3,2,1.0,0.3333333333333333,0.6666666666666667
368902,M502016445,280,99,10.37037037037037,0.7037037037037037,0.2962962962962963
368915,M829154552,107,56,4.458333333333333,0.8333333333333334,0.16666666666666663
369020,M274301662,164,96,6.56,0.72,0.28
369058,M875833606,93,46,3.72,0.52,0.48
369189,M254756051,112,57,4.148148148148148,0.5555555555555556,0.4444444444444444
369304,M316013304,110,45,4.583333333333333,0.6666666666666666,0.33333333333333337
369307,M461900537,284,109,14.947368421052632,0.2631578947368421,0.736842105263158
369318,M697839441,317,116,4.116883116883117,0.6363636363636364,0.36363636363636365
369461,M489629828,50,31,4.545454545454546,0.6363636363636364,0.36363636363636365
369472,M273815651,32,6,2.4615384615384617,0.3076923076923077,0.6923076923076923
369526,M825234655,17,8,2.4285714285714284,0.42857142857142855,0.5714285714285714
369556,M375748305,426,114,11.513513513513514,0.2702702702702703,0.7297297297297297
369611,M126941357,161,71,5.962962962962963,0.7037037037037037,0.2962962962962963
369619,M909909569,102,33,1.7586206896551724,0.4482758620689655,0.5517241379310345
369652,M487826064,1,1,1.0,0.0,1.0
369699,M885604367,242,70,4.653846153846154,0.6923076923076923,0.3076923076923077
369716,M173418566,3,2,1.0,0.0,1.0
369740,M218526138,49,16,2.0416666666666665,0.4583333333333333,0.5416666666666667
369970,M636312774,900,142,15.254237288135593,0.847457627118644,0.15254237288135597
370136,M430306160,151,51,7.55,0.65,0.35
370225,M478449977,87,48,3.625,0.375,0.625
370280,M185496333,420,21,3.559322033898305,0.6101694915254238,0.38983050847457623
370287,M483525058,314,81,4.485714285714286,0.6857142857142857,0.3142857142857143
370292,M533588678,433,125,7.5964912280701755,0.7894736842105263,0.21052631578947367
370439,M988783493,315,64,4.632352941176471,0.6470588235294118,0.3529411764705882
370609,M394754530,6,4,1.5,0.5,0.5
370636,M527027093,79,46,2.6333333333333333,0.8666666666666667,0.1333333333333333
370654,M141476750,397,119,2.7379310344827585,0.696551724137931,0.303448275862069
371006,M747491345,64,32,6.4,0.3,0.7
371121,M571332520,690,187,6.571428571428571,0.7714285714285715,0.22857142857142854
371132,M751298779,14,6,3.5,0.25,0.75
371176,M531183910,491,106,10.446808510638299,0.7872340425531915,0.21276595744680848
371367,M148335631,46,15,4.181818181818182,0.5454545454545454,0.4545454545454546
371537,M414546910,187,67,6.925925925925926,0.6666666666666666,0.33333333333333337
371603,M532911210,162,46,8.1,0.7,0.30000000000000004
371661,M334060033,396,100,5.351351351351352,0.8108108108108109,0.18918918918918914
371669,M219136804,51,31,6.375,1.0,0.0
371688,M125313713,75,14,2.8846153846153846,0.8846153846153846,0.11538461538461542
371748,M421836585,509,137,9.980392156862745,0.9803921568627451,0.019607843137254943
371751,M949948827,251,85,5.837209302325581,0.6976744186046512,0.3023255813953488
371825,M594090124,450,96,1.9148936170212767,0.7404255319148936,0.2595744680851064
371962,M176509504,27,16,1.2857142857142858,0.38095238095238093,0.6190476190476191
372239,M698211890,13,7,2.6,0.8,0.19999999999999996
372332,M297252967,346,109,3.5670103092783507,0.9484536082474226,0.05154639175257736
372354,M533350175,137,42,3.8055555555555554,0.7777777777777778,0.2222222222222222
372383,M936106626,96,38,2.1818181818181817,0.6136363636363636,0.38636363636363635
372396,M012732690,160,75,5.517241379310345,0.5172413793103449,0.48275862068965514
372426,M480467633,3,2,1.0,1.0,0.0
372436,M635762440,19,4,3.8,1.0,0.0
372514,M680526325,3,3,1.0,0.3333333333333333,0.6666666666666667
372524,M768484416,156,56,2.736842105263158,0.8245614035087719,0.17543859649122806
372601,M527622051,129,47,3.3076923076923075,0.6666666666666666,0.33333333333333337
372618,M575639347,45,17,2.25,0.35,0.65
372643,M513156241,324,106,3.5217391304347827,0.75,0.25
372690,M426579987,12,8,1.2,0.3,0.7
372836,M767933104,264,76,5.739130434782608,0.8043478260869565,0.19565217391304346
372879,M723550774,554,127,7.102564102564102,0.8205128205128205,0.17948717948717952
372986,M080009628,11,4,2.75,1.0,0.0
373040,M575752389,16,6,5.333333333333333,1.0,0.0
373162,M807283218,137,31,12.454545454545455,0.8181818181818182,0.18181818181818177
373363,M731328951,519,130,8.65,0.55,0.44999999999999996
373447,M117222403,98,28,2.5128205128205128,0.8717948717948718,0.1282051282051282
373494,M273131661,10,7,1.25,0.25,0.75
373511,M088998311,4,4,1.0,0.75,0.25
373516,M149039788,3,3,1.0,1.0,0.0
373607,M663061742,8,5,2.6666666666666665,1.0,0.0
373611,M386733527,1,1,1.0,1.0,0.0
373700,M175754655,596,75,6.478260869565218,0.7391304347826086,0.26086956521739135
373734,M286425502,283,86,5.66,0.76,0.24
373839,M084446445,256,78,5.019607843137255,0.7450980392156863,0.2549019607843137
373936,M617654525,29,14,5.8,0.6,0.4
373969,M327240283,5,4,1.25,1.0,0.0
373992,M148057343,237,99,5.1521739130434785,0.8913043478260869,0.10869565217391308
374026,M336761426,4,3,1.3333333333333333,1.0,0.0
374035,M637807940,136,20,3.5789473684210527,0.8421052631578947,0.1578947368421053
374095,M047116387,49,27,2.7222222222222223,1.0,0.0
374103,M949261080,68,31,2.6153846153846154,0.8846153846153846,0.11538461538461542
374313,M257505006,118,70,5.9,0.5,0.5
374487,M369369465,92,37,4.0,0.5652173913043478,0.4347826086956522
374544,M139494131,2,1,1.0,1.0,0.0
374590,M232541614,125,53,1.893939393939394,0.803030303030303,0.19696969696969702
374666,M993521941,166,53,4.15,0.925,0.07499999999999996
374742,M664308678,2,2,1.0,1.0,0.0
374779,M654970220,282,114,5.423076923076923,0.75,0.25
374854,M460361337,2,2,1.0,1.0,0.0
374876,M676799108,78,45,4.333333333333333,0.8333333333333334,0.16666666666666663
375054,M776240048,46,28,1.9166666666666667,0.6666666666666666,0.33333333333333337
375131,M172721734,465,161,6.458333333333333,0.75,0.25
375228,M346576567,129,63,4.161290322580645,0.9354838709677419,0.06451612903225812
375435,M689284103,67,26,2.310344827586207,0.7931034482758621,0.2068965517241379
375464,M462826558,634,175,7.5476190476190474,0.6071428571428571,0.3928571428571429
375519,M560623989,21,9,10.5,1.0,0.0
375523,M030919358,2,1,2.0,1.0,0.0
375585,M432171619,323,86,4.75,0.8382352941176471,0.16176470588235292
375653,M014383657,68,35,8.5,0.75,0.25
375778,M673993196,956,194,10.863636363636363,0.8295454545454546,0.17045454545454541
375943,M411164336,1119,144,12.862068965517242,0.8045977011494253,0.1954022988505747
376020,M892539715,15,6,5.0,1.0,0.0
376026,M969362874,37,23,4.111111111111111,0.5555555555555556,0.4444444444444444
376086,M718203396,58,27,5.2727272727272725,0.2727272727272727,0.7272727272727273
376293,M196293050,37,15,2.466666666666667,0.7333333333333333,0.2666666666666667
376385,M140402889,52,22,2.1666666666666665,0.75,0.25
376442,M731670106,1,1,1.0,1.0,0.0
376480,M284640671,65,28,1.8055555555555556,0.3333333333333333,0.6666666666666667
376766,M460394707,98,32,3.92,0.44,0.56
376963,M654324203,69,23,3.6315789473684212,0.8421052631578947,0.1578947368421053
377086,M078784644,4,2,4.0,1.0,0.0
377094,M531748187,64,37,9.142857142857142,0.7142857142857143,0.2857142857142857
377169,M457402890,524,143,7.9393939393939394,0.6212121212121212,0.3787878787878788
377273,M024323210,719,164,23.193548387096776,0.7741935483870968,0.22580645161290325
377327,M157377613,4,4,1.0,1.0,0.0
377427,M208475554,3,2,1.0,1.0,0.0
377607,M958463946,67,50,6.7,0.8,0.19999999999999996
377657,M679046273,67,41,13.4,0.2,0.8
377769,M024539218,17,5,8.5,0.5,0.5
377846,M712552371,158,81,2.5901639344262297,0.6229508196721312,0.3770491803278688
377898,M813558879,468,146,12.64864864864865,0.2972972972972973,0.7027027027027026
377959,M337582887,2,1,1.0,0.0,1.0
377984,M949723866,128,61,9.846153846153847,0.6153846153846154,0.3846153846153846
378238,M730589105,509,101,7.953125,0.671875,0.328125
378319,M009723110,227,95,5.159090909090909,0.8636363636363636,0.13636363636363635
378347,M829326189,208,73,7.703703703703703,0.5185185185185185,0.4814814814814815
378601,M133392107,12,7,1.3333333333333333,0.3333333333333333,0.6666666666666667
378686,M980589012,242,73,5.902439024390244,0.5853658536585366,0.41463414634146345
378810,M077597870,89,56,3.7083333333333335,0.4166666666666667,0.5833333333333333
378871,M066753941,261,84,7.676470588235294,0.6470588235294118,0.3529411764705882
379050,M299879757,38,22,1.7272727272727273,0.4090909090909091,0.5909090909090908
379165,M929932043,128,61,5.565217391304348,0.5652173913043478,0.4347826086956522
379177,M245261370,29,21,1.45,0.65,0.35
379275,M659561518,85,54,6.071428571428571,0.35714285714285715,0.6428571428571428
379393,M333565427,58,29,6.444444444444445,0.2222222222222222,0.7777777777777778
379404,M585920581,4,3,1.3333333333333333,0.0,1.0
379529,M182089956,250,85,2.100840336134454,0.42857142857142855,0.5714285714285714
379632,M340871006,56,37,3.111111111111111,0.5,0.5
379653,M821086083,791,149,4.3224043715847,0.8852459016393442,0.11475409836065575
379664,M711073105,78,39,2.6,0.43333333333333335,0.5666666666666667
379714,M279827372,48,30,5.333333333333333,0.4444444444444444,0.5555555555555556
379724,M070399287,1,1,1.0,0.0,1.0
379895,M853066630,11,8,1.8333333333333333,0.3333333333333333,0.6666666666666667
379898,M608364044,164,89,7.809523809523809,0.6190476190476191,0.38095238095238093
379948,M472924424,250,42,4.545454545454546,0.6181818181818182,0.38181818181818183
380001,M722965301,182,32,3.25,0.8035714285714286,0.1964285714285714
380052,M565943898,186,61,6.0,0.6451612903225806,0.3548387096774194
380096,M704650303,175,96,3.4313725490196076,0.5490196078431373,0.4509803921568627
380475,M619389832,9,5,2.25,0.75,0.25
380540,M121331271,14,8,2.3333333333333335,0.0,1.0
380640,M221221034,228,97,4.384615384615385,0.5961538461538461,0.40384615384615385
380767,M566826208,4,3,1.0,0.0,1.0
380830,M428825514,179,84,2.3866666666666667,0.52,0.48
380963,M189435123,45,15,1.2857142857142858,0.6,0.4
380984,M390670770,77,38,2.566666666666667,0.4,0.6
381056,M639582830,116,61,2.1481481481481484,0.18518518518518517,0.8148148148148149
381057,M574928473,68,4,2.6153846153846154,0.6538461538461539,0.34615384615384615
381171,M524490406,94,42,3.9166666666666665,0.5416666666666666,0.45833333333333337
381172,M362526891,74,41,5.6923076923076925,0.23076923076923078,0.7692307692307692
381312,M253980538,60,29,2.857142857142857,0.7142857142857143,0.2857142857142857
381392,M845669505,359,124,5.279411764705882,0.7794117647058824,0.22058823529411764
381462,M194631012,359,120,3.988888888888889,0.7333333333333333,0.2666666666666667
381478,M890145062,192,45,4.571428571428571,0.7380952380952381,0.26190476190476186
381658,M536428289,1,1,1.0,0.0,1.0
382172,M518834272,202,97,5.315789473684211,0.5,0.5
382250,M572997123,78,45,2.689655172413793,0.8275862068965517,0.1724137931034483
382255,M429360343,71,35,4.4375,0.5625,0.4375
382347,M570817832,215,92,5.375,0.85,0.15000000000000002
382610,M005209297,704,118,4.372670807453416,0.782608695652174,0.21739130434782605
382803,M066784687,47,20,2.238095238095238,0.8095238095238095,0.19047619047619047
382827,M991767426,134,67,7.444444444444445,0.5,0.5
382863,M627007709,149,64,5.518518518518518,0.6296296296296297,0.37037037037037035
382987,M528858437,301,88,3.6265060240963853,0.7590361445783133,0.24096385542168675
383073,M247143258,29,15,1.380952380952381,0.09523809523809523,0.9047619047619048
383205,M202290616,545,134,3.8652482269503547,0.7163120567375887,0.2836879432624113
383265,M349981389,80,33,2.5806451612903225,0.6129032258064516,0.3870967741935484
383296,M123382094,91,37,3.1379310344827585,0.8275862068965517,0.1724137931034483
383349,M485928653,142,31,8.875,0.75,0.25
383399,M055905901,475,169,5.10752688172043,0.7741935483870968,0.22580645161290325
383456,M168294506,430,99,9.148936170212766,0.6382978723404256,0.36170212765957444
383511,M769131548,23,9,3.2857142857142856,0.7142857142857143,0.2857142857142857
383593,M830131965,35,27,3.1818181818181817,0.8181818181818182,0.18181818181818177
383597,M958643345,35,11,2.6923076923076925,0.7692307692307693,0.23076923076923073
383634,M851838730,23,12,1.6428571428571428,0.2857142857142857,0.7142857142857143
383894,M669638667,297,102,9.0,0.8484848484848485,0.1515151515151515
383917,M498271873,219,89,4.38,0.88,0.12
383932,M440963019,3,2,1.5,1.0,0.0
384005,M320274463,5,3,1.6666666666666667,1.0,0.0
384033,M518918647,76,40,2.235294117647059,0.7647058823529411,0.23529411764705888
384039,M075270205,15,9,3.75,1.0,0.0
384181,M824768050,2,2,1.0,1.0,0.0
384298,M482606157,283,70,5.053571428571429,0.75,0.25
384408,M473092045,70,34,4.117647058823529,0.7647058823529411,0.23529411764705888
384456,M826894459,148,66,4.933333333333334,0.3,0.7
384499,M723064389,172,32,3.372549019607843,0.7843137254901961,0.21568627450980393
384619,M656953498,38,21,1.6521739130434783,0.8260869565217391,0.17391304347826086
384680,M362990097,1003,108,20.895833333333332,0.8333333333333334,0.16666666666666663
384778,M652007196,131,59,7.705882352941177,0.8823529411764706,0.11764705882352944
384793,M255573665,24,21,2.6666666666666665,0.6666666666666666,0.33333333333333337
385185,M325473730,390,117,5.6521739130434785,0.6086956521739131,0.3913043478260869
385378,M343658137,30,15,1.5,0.7,0.30000000000000004
385380,M285724986,111,52,3.7,0.9333333333333333,0.06666666666666665
385389,M776628808,1,1,1.0,1.0,0.0
385700,M020192002,334,97,6.549019607843137,0.7254901960784313,0.27450980392156865
385750,M994932215,102,42,8.5,0.8333333333333334,0.16666666666666663
385820,M134155599,128,51,5.12,0.96,0.040000000000000036
385826,M711892935,430,118,6.825396825396825,0.49206349206349204,0.5079365079365079
385862,M259023045,242,74,4.4,0.6,0.4
386006,M672020846,6,6,1.2,0.8,0.19999999999999996
386081,M837947714,139,74,3.475,0.625,0.375
386093,M400507425,76,52,4.222222222222222,0.9444444444444444,0.05555555555555558
386112,M445332803,1,1,1.0,1.0,0.0
386247,M132788652,317,99,15.85,0.95,0.050000000000000044
386596,M608881711,102,34,3.2903225806451615,0.7419354838709677,0.25806451612903225
386738,M543753013,5,3,1.0,1.0,0.0
386808,M174333274,56,29,1.75,0.90625,0.09375
386846,M148653119,1,1,1.0,1.0,0.0
386948,M701521463,81,14,2.189189189189189,0.8378378378378378,0.16216216216216217
386971,M381778121,7,4,1.75,0.75,0.25
387379,M941442830,38,21,2.7142857142857144,0.5,0.5
387408,M586572819,306,88,5.884615384615385,0.6153846153846154,0.3846153846153846
387420,M371080882,615,143,6.40625,0.9479166666666666,0.05208333333333337
387554,M668276986,13,10,2.1666666666666665,1.0,0.0
387604,M516622582,94,54,8.545454545454545,0.45454545454545453,0.5454545454545454
387647,M892482298,1,1,1.0,1.0,0.0
388172,M080607985,7,3,2.3333333333333335,1.0,0.0
388236,M533775297,15,4,1.1538461538461537,1.0,0.0
388274,M790724182,82,46,2.1025641025641026,0.7948717948717948,0.20512820512820518
388296,M162780056,4,1,4.0,1.0,0.0
388344,M928945170,2,1,2.0,1.0,0.0
388394,M254394691,1057,217,8.32283464566929,0.8503937007874016,0.14960629921259838
388415,M517716550,380,107,6.333333333333333,0.7666666666666667,0.23333333333333328
388572,M416949720,116,59,7.733333333333333,0.8,0.19999999999999996
388742,M588907013,236,103,4.72,0.9,0.09999999999999998
388857,M785035624,7,6,1.75,0.75,0.25
389094,M232688213,304,106,3.340659340659341,0.8571428571428571,0.1428571428571429
389114,M358221790,158,59,2.6333333333333333,0.65,0.35
389229,M033924307,7,7,1.75,1.0,0.0
389355,M276859579,142,48,5.68,0.72,0.28
389434,M523917410,269,65,4.338709677419355,0.7903225806451613,0.20967741935483875
389598,M378267120,279,73,3.206896551724138,0.9540229885057471,0.04597701149425293
390133,M112971606,916,181,6.450704225352113,0.6971830985915493,0.30281690140845074
390540,M591378688,2,1,2.0,0.0,1.0
390591,M491984332,239,83,6.828571428571428,0.7714285714285715,0.22857142857142854
390595,M129524772,295,71,17.352941176470587,0.17647058823529413,0.8235294117647058
390650,M137616449,46,29,1.0952380952380953,0.47619047619047616,0.5238095238095238
390684,M692170204,2,1,1.0,0.0,1.0
391015,M222085883,31,5,4.428571428571429,0.5714285714285714,0.4285714285714286
391068,M439098018,61,28,4.357142857142857,0.8571428571428571,0.1428571428571429
391071,M403505429,2,2,1.0,0.0,1.0
391180,M027721697,359,115,17.95,0.7,0.30000000000000004
391225,M164916065,87,40,2.71875,0.71875,0.28125
391279,M366573636,69,14,6.9,0.6,0.4
391282,M103390015,26,14,2.3636363636363638,0.09090909090909091,0.9090909090909091
391616,M511508172,71,25,10.142857142857142,0.8571428571428571,0.1428571428571429
391635,M485275326,8,6,1.6,0.4,0.6
391758,M263142066,634,133,6.604166666666667,0.7083333333333334,0.29166666666666663
391943,M602475590,272,67,2.6930693069306932,0.7227722772277227,0.27722772277227725
391947,M126324486,3,3,1.0,0.3333333333333333,0.6666666666666667
392021,M594364122,652,189,7.951219512195122,0.6707317073170732,0.3292682926829268
392044,M682488460,224,46,2.4615384615384617,0.6923076923076923,0.3076923076923077
392225,M916334090,74,46,3.3636363636363638,0.5,0.5
392256,M210079949,7,6,1.4,0.6,0.4
392285,M347817365,199,19,2.2111111111111112,0.6111111111111112,0.38888888888888884
